coordinates0;coordinates2;Time;Event;id;category
41.3927;2.154454;1544907600000;International Meeting Saturday Night!;zppcfqyxqbtb;Socializing
41.37654;2.17518;1544911200000;The International Saturday Night;256178681;Socializing
41.390797;2.141625;1544950800000;Voluntariado en la XIX Fiesta de Navidad / Se Buscan Reyes Magos;256378791;Socializing
41.384583;2.182584;1544983200000;Game Night: Werewolves (Sundays) in English;pdphhqyxqbvb;Socializing
41.384583;2.182584;1545073200000;Themes Language Exchange;mflfgqyxqbwb;Socializing
41.3927;2.154454;1545159600000;Language Exchange-Tandem "Intercambio Lingüístico" @Monkey Factory(Tuesdays);nsbjqpyxqbxb;Socializing
41.399357;2.158889;1545337800000;Fun Salsa Bachata Party! (Free Class And Free Shot);mzlpwpyxqbbc;Socializing
41.396084;2.156367;1545413400000;CÍRCULOS DE SINGLES;ldklkqyxqbcc;Socializing
41.399357;2.158889;1545426000000;FreeClass Salsa Bachata and Party!;zlvgwnyxqbcc;Socializing
41.3927;2.154454;1545512400000;International Meeting Saturday Night!;zppcfqyxqbdc;Socializing
41.380745;2.180764;1545515100000;Saturday of Rumba  Beer & Tapas!;256178158;Socializing
41.384583;2.182584;1545588000000;Game Night: Werewolves (Sundays) in English;pdphhqyxqbfc;Socializing
0;0;1545891300000;París  un recorrido bohemio y alternativo por la ciudad del Sena;255292631;Socializing
41.399357;2.158889;1545942600000;Fun Salsa Bachata Party! (Free Class And Free Shot);mzlpwpyxqbkc;Socializing
41.399357;2.158889;1546030800000;FreeClass Salsa Bachata and Party!;zlvgwnyxqblc;Socializing
41.3927;2.154454;1546117200000;International Meeting Saturday Night!;zppcfqyxqbmc;Socializing
41.384583;2.182584;1546192800000;Game Night: Werewolves (Sundays) in English;pdphhqyxqbnc;Socializing
41.399357;2.158889;1546547400000;Fun Salsa Bachata Party! (Free Class And Free Shot);mzlpwpyzcbfb;Socializing
41.399357;2.158889;1546635600000;FreeClass Salsa Bachata and Party!;zlvgwnyzcbgb;Socializing
41.3927;2.154454;1546722000000;International Meeting Saturday Night!;zppcfqyzcbhb;Socializing
41.384583;2.182584;1546797600000;Game Night: Werewolves (Sundays) in English;pdphhqyzcbjb;Socializing
41.610584;2.287109;1547058600000;LA CODEPENDENCIA EN LA PAREJA;253673292;Socializing
41.384087;2.184573;1547838000000;Language Exchange every Friday;nbbsjqyzcbxb;Socializing
41.53973;2.448022;1548442800000;Cheese & wine in Coworking Xammar;qtqldlyzcbhc;Socializing
41.610584;2.287109;1549477800000;¿Qué Podemos Esperar de la Relación con Nuestros Hijos?;253641873;Socializing
41.385849;2.174215;1549564200000;Quedamos para planear una escapada a Formentera por Semana Santa?;247455524;Socializing
41.430904;2.168688;1549733400000;Kristin Hersch @ 24.º Minifestival de Música Independent;254895636;Socializing
41.364403;2.182364;1556676000000;Cruise The Secret Places of the Mediterranean SPAIN  FRANCE  ITALY  ;256242146;Socializing
41.37358;2.176924;1572206400000;Western Med Cruise in October 2019;251773943;Socializing
41.385044;2.197273;1542216600000;Beach Ultimate friendly game  15+ people. Learn & play. team+disc=fun;ghkqlqyxpbsb;Sports & Recreation
41.38181;2.184787;1542216600000;Afterwork Volley INTERMEDIATE/ ADVANCED LEVEL :);256268204;Sports & Recreation
None;None;1542220200000;Movement training ;256330379;Sports & Recreation
41.388577;2.200742;1542220200000;Wednessday Fitness Boxing;256268215;Sports & Recreation
None;None;1542220200000;Running Intervals (2 x 4 x 530m 🏃💨💨);llmqcqyxpbsb;Sports & Recreation
41.393974;2.20309;1542225600000;Fútbol en bogatell (Mixto);lkzhlqyxpbsb;Sports & Recreation
41.377705;2.190863;1542286800000;Volley Day :) Intermediate Level;256268256;Sports & Recreation
41.321716;2.142305;1542295800000;1 hora de clase + 1 hora de partido en Wellness Point ZAL (máximo 8 plazas);256071129;Sports & Recreation
41.384525;2.196554;1542303000000;Beach Volley training for beginners & intermediates 🏐 18:30 (In Barceloneta);256264926;Sports & Recreation
41.384525;2.196554;1542308400000;Beach Volley training for beginners & intermediates 🏐 20:00 (In Barceloneta);256264936;Sports & Recreation
41.3927;2.154454;1542310200000;Afterwork Party + La Fira :);256268272;Sports & Recreation
41.399685;2.181202;1542391200000;Volley + Surf Trip to TENERIFE (CANARIAS);254762069;Sports & Recreation
41.321716;2.142305;1542445200000;SuperClinic (1 clase + partidos) en Wellness Point ZAL Port. (Parking gratuito);256070287;Sports & Recreation
41.387611;2.113657;1542445200000;Saturday  10 AM - 12 PM  UPC;rkjbxpyxpbwb;Sports & Recreation
41.384525;2.196554;1542445200000;Beach Volley training 🏐 + Workout 💪 @  10:00h (In Barceloneta);256402976;Sports & Recreation
None;None;1542445200000;Running Intervals (Hill Reps 🏃💨💨);qjmqcqyxpbwb;Sports & Recreation
None;None;1542450600000;Baloncesto en CEM Nova Icaria;256298315;Sports & Recreation
41.39467;2.207089;1542452400000;🛡⚔️🏐 Spartan Beach Volley: Matches for All Levels;256327005;Sports & Recreation
41.394638;2.207035;1542452400000;🏐 Spartan Beach Volley: Training for Beginners;256330210;Sports & Recreation
41.392338;2.198041;1542456000000;Saturday 17th November Pick up Basketball- 13.00-15.00;256342986;Sports & Recreation
41.377705;2.190863;1542459600000;Saturday Volley Day  :);256337062;Sports & Recreation
41.321716;2.142305;1542531600000;Americana mañanera NIVEL INTERMEDIO - Todos contra todos en  Wellness Point ZAL.;256070990;Sports & Recreation
41.395538;2.208546;1542535200000;Beach Ultimate friendly game  15+ people. Learn & play. team+disc=fun;xhkqlqyxpbxb;Sports & Recreation
41.39462;2.206939;1542538800000;🏐 Spartan Beach Volley: Training for Intermediate;256330636;Sports & Recreation
41.39525;2.207486;1542538800000;🛡⚔️🏐 Spartan Beach Volley Matches for All Levels;256326966;Sports & Recreation
None;None;1542652200000;Running Intervals (1K Reps 🏃💨💨);tkmqcqyxpbzb;Sports & Recreation
41.394714;2.206191;1542726000000;Entrenamientos de bádminton los martes y jueves de 16 a 17:30h en la Mar Bella;jttwlqyxpbbc;Sports & Recreation
None;None;1542825000000;Running Intervals (Paired Intervals 🏃💨💨);llmqcqyxpbcc;Sports & Recreation
41.321716;2.142305;1542900600000;1 hora de clase + 1 hora de partido en Wellness Point ZAL (máximo 8 plazas);256271498;Sports & Recreation
41.383694;2.109983;1542909600000;Torneig al David Lloyd Club Turó  22 al 25 de novembre;255944765;Sports & Recreation
41.321716;2.142305;1543050000000;SuperClinic (1 clase + partidos) en Wellness Point ZAL Port. (Parking gratuito);256271598;Sports & Recreation
None;None;1543132800000;95 Jean Bouin Open (10K and 5K);255162007;Sports & Recreation
41.321716;2.142305;1543136400000;Americana mañanera NIVEL INTERMEDIO - Todos contra todos en  Wellness Point ZAL.;256271808;Sports & Recreation
None;None;1543257000000;Running Intervals (300m Reps 🏃💨💨);tkmqcqyxpbjc;Sports & Recreation
41.321716;2.142305;1543505400000;1 hora de clase + 1 hora de partido en Wellness Point ZAL (máximo 8 plazas);256271846;Sports & Recreation
41.299549;2.009105;1544950800000;Vamos por la 12ª Matinal de Pádel ¿Te la vas a perder?;bllplqyxqbvb;Sports & Recreation
41.299549;2.009105;1547974800000;Vamos por la 12ª Matinal de Pádel ¿Te la vas a perder?;bllplqyzcbbc;Sports & Recreation
None;None;1542219300000;CHARLA  PSICOTERAPIA GESTALT: PRESENTACIÓN DEL TALLER SANANDO EL NIÑ@ INTERIOR;256273151;Support
None;None;1542229200000;SEXUALIDAD CONSCIENTE  SEXUALIDAD SAGRADA - Formación On Line gratuita !!;hdqzdqyxpbsb;Support
41.400772;2.178354;1542736800000;Conferencia Gratuita: Tu Transformación es Ahora;bdbvjqyxpbbc;Support
41.40126;2.198906;1542214800000;Mi vehículo y yo ¿Nos entenderemos en el futuro?;255601513;Tech
41.395607;2.179007;1542216600000;It's Now or Never:  Black Friday  Navidad... momentos clave en Mkt digital;255970811;Tech
41.39765;2.197482;1542216600000;Serverless running functions on Kubernetes with Kubeless;256061754;Tech
41.38615;2.169237;1542217500000; BCN Cybersec Monthly;255999019;Tech
41.376457;2.139958;1542218400000;Introducción a la Impresión 3D;254878558;Tech
41.40143;2.197612;1542218400000;Improve your life with TDD;256201985;Tech
41.38797;2.172008;1542270600000;IV Jornades Internacionals de Dones Liderant les TIC #Womanlidertic;255162000;Tech
41.381054;2.185608;1542290400000;MyData Global Organisation - the first general meeting;255763548;Tech
41.38623;2.195581;1542303000000;Workshop at Qlik;256172739;Tech
41.394318;2.186615;1542303000000;Masterclass: Top Success Cases in Blockchain Technology;256004344;Tech
41.401573;2.191563;1542303000000;WordPress for Absolute Beginners;255994396;Tech
41.38593;2.169453;1542303000000;Design for Hapiness;256199005;Tech
41.40776;2.187586;1542304800000;❄️Vuinter is coming: WASM & Vue CLI 3.0;255771518;Tech
41.392883;2.168075;1542304800000;Make new Ruby friends!;nrfkgqyxpbtb;Tech
41.400272;2.177034;1542304800000;#1 Analytics Insights - Networking y Analítica Digital en Barcelona;255741991;Tech
41.405403;2.164916;1542304800000;Le Wagon Talks with Josep Solé  Operations Manager of OneRagtime;256268691;Tech
41.380978;2.185323;1542304800000;Business Agility  sesión 2 de 4  - Cost of Delay;255992814;Tech
41.4;2.17;1542304800000;Convierte el entorno VUCA en tu ventaja competitiva;254878505;Tech
41.377953;2.177785;1542308400000;7pm Coding For Everyone @ Federal;wdvclqyxpbtb;Tech
41.395687;2.147777;1542305700000;November meetup: "Microinteractions. Designing with Details" by Dan Saffer;255416778;Tech
41.405426;2.207435;1542306600000;¿Cómo preparar un buen Call for Papers? | How to prepare a good Call for Papers?;256202215;Tech
41.405426;2.207435;1542306600000;¿Cómo preparar un buen Call for Papers? | How to prepare a good Call for Papers?;256202259;Tech
41.391937;2.177205;1542308400000;Wikifactory in BCN - we'd love to meet!;256341809;Tech
41.387917;2.169919;1542308400000;Webinario Gratuito Online: "Inversiones en el mundo cripto: Minería de Bitcoin";256257923;Tech
None;None;1542310200000;let's have a drink and talk about Architecture and design;cmlxcpyxpbtb;Tech
41.40116;2.197392;1542380400000;CHARLA: ¿Puedo aprender a programar? ¿Por dónde empiezo?;256234474;Tech
41.40111;2.173098;1542387600000;How to create a crypto ecosystem for the entire community;256343395;Tech
41.381004;2.185336;1542389400000;Consigue La Libertad Financiera En Los Próximos 1000 días con Criptomonedas;256247821;Tech
41.387634;2.159371;1542441600000; Global day of Code Retreat;256208230;Tech
41.397751;2.19013;1542441600000;Portfolio and Personal Branding: Finally get your portfolio DONE;256235805;Tech
41.398754;2.163471;1542443400000;AI Saturdays Barcelona - Learn Artificial Intelligence by Doing awesome Projects;bkkxgqyxpbwb;Tech
41.38576;2.170078;1542445200000;Barcelona Perl&Friends;255972002;Tech
41.386993;2.171774;1542445200000;Azure IoT WorkBench;255976657;Tech
41.373;2.136561;1542445200000;Hackató TTNcat;255463923;Tech
41.402416;2.194988;1542447000000;Swift Peer Lab;hnsxjpyxpbwb;Tech
41.37161;2.179483;1542612600000;eCommerce Success Barcelona;256374919;Tech
41.385063;2.173404;1542648600000;Intro to WebXR with AFRAME;256268326;Tech
41.39775;2.19013;1542648600000;Data Week | DATA WEEK - Free Workshops and Talks from BCN's Data Leads;256381437;Tech
41.387634;2.159371;1542650400000;Prepared Coding Dojo: Tell  Don't Ask kata!;256140325;Tech
41.386692;2.174944;1542650400000;The process of technical writing;256185026;Tech
41.401573;2.191563;1542735000000;Agile Methodology Workshop;256148864;Tech
41.38999;2.134835;1542735000000;AI  Storage y BigData en el sector HealthCare ;255800055;Tech
41.40592;2.186489;1542735000000;Data is the new app;256303459;Tech
41.386005;2.169416;1542736800000;Data analysis with Jupyter Notebook  Pandas and Plotly;256369543;Tech
41.405403;2.164916;1542736800000;Le Wagon Talks with Sébastien Marion  founder of Kasaz;256235804;Tech
41.3827;2.142777;1542736800000;Lean Kanban Central Europe conference takeaways;256339877;Tech
None;None;1542736800000;Introduction to Scala;255792819;Tech
41.381054;2.185608;1542738600000;Learn about Ethereum sharding with Leonardo Bautista Gómez;255962360;Tech
41.40248;2.194519;1542821400000;XConf Unplugged - Intro to Eventstorming ;256146186;Tech
41.40143;2.197612;1542821400000;WTF is JavaScript?;256347684;Tech
41.385063;2.173404;1542821400000;testCAD --> Integrated Development Environment (IDE) for Test Design;256267495;Tech
41.390213;2.176576;1542823200000;The AsyncApi specification;256180116;Tech
41.386944;2.171678;1542823200000;Machine Learning y Blockchain: Potenciando la inteligencia de las organizaciones;256141541;Tech
41.381004;2.185336;1542823200000;Banca & UX  nuevas formas de entender al usuario y su dinero. ;255794894;Tech
41.385925;2.166808;1542825000000;Pylon Network  Iomob.net  EOS y Blockchain Show en un mismo evento;256340390;Tech
41.413273;2.180425;1542897000000;Puertas Abiertas: Encuentro de Coaches Profesionales Noviembre 2018;255159229;Tech
41.40592;2.186489;1542907800000;Flutter meetup #November;254956226;Tech
41.602493;2.283703;1542909600000;⭐Construyendo tu "Lego" con WordPress  ¡Los Plugins!⭐;256203867;Tech
41.385857;2.170519;1542909600000;Coding testable Apps on Steroids;256199518;Tech
41.381416;2.185515;1542909600000;H/F Barcelona - Let's talk about tech startups;lnkxvpyxpbdc;Tech
41.398754;2.163471;1542909600000;Gentil introducción a TypeScript y ES6;255792826;Tech
41.377953;2.177785;1542913200000;7pm Coding For Everyone @ Federal;wdvclqyxpbdc;Tech
41.396782;2.193065;1542994200000;WP as Application Platform: sending mailings;256348115;Tech
41.39775;2.19013;1543048200000;Workshop | Introduction to Testing;255292354;Tech
41.398754;2.163471;1543048200000;AI Saturdays Barcelona - Learn Artificial Intelligence by Doing awesome Projects;bkkxgqyxpbgc;Tech
41.39848;2.19998;1543050000000;Workshop: Introducción a Redux;256400816;Tech
41.37659;2.141733;1543050000000;PyDay Barcelona 2018;255546521;Tech
41.402416;2.194988;1543051800000;Swift Peer Lab;hnsxjpyxpbgc;Tech
41.39775;2.19013;1543254300000;BarcelonaJS November 2018;255828858;Tech
41.396187;2.193627;1543255200000;Reactive all the way;256273155;Tech
41.395172;2.170288;1543257000000;Why do we need Bitcoin? Howare they created? How can I profit?;tdlrlqyxpbjc;Tech
41.39848;2.19998;1543341600000;Conversational AI using Node;256250701;Tech
41.391907;2.172024;1543341600000;CRECworkshop GROWTH HACKING by Sergi Sans de Partner Adventure (EIX);255939484;Tech
41.39535;2.172505;1543341600000;Instant apps: Not installing apps is the new kid in class;256402110;Tech
41.386944;2.171678;1543341600000;Blockchain  innovación para las empresas (NEW);255394408;Tech
41.39483;2.189751;1543426200000;Encuentro de Umbraco en Barcelona;255993420;Tech
41.385063;2.173404;1543427100000;Special DDD Barcelona Meetup: Vaughn Vernon;255237300;Tech
41.396233;2.194051;1543428000000;🔷 Blockchain Gaming Meetup by Waves Barcelona ;256375398;Tech
41.39179;2.177269;1543513500000;Hyperledger Indy and Fabric use cases;255751847;Tech
41.371937;2.137127;1543514400000;Performance Marketing  Meet Up en Barcelona;wtvdbqyxpbmc;Tech
41.387016;2.11198;1543514400000;Introductory hands-on speech on Bayesian inference;256199913;Tech
41.394764;2.198052;1543516200000;Algo Rithms;stghhqyxpbmc;Tech
41.53973;2.448022;1543568400000;Planificar una web en WordPress;255866756;Tech
41.393322;2.162981;1543599000000;Tutorial C++: Move semantics in Depth;255347509;Tech
41.47485;2.098199;1543651200000;Programa Formación Criptomonedas BARCELONA. (Sant Cugat);255905632;Tech
41.398754;2.163471;1543653000000;AI Saturdays Barcelona - Learn Artificial Intelligence by Doing awesome Projects;bkkxgqyxqbcb;Tech
41.386993;2.171774;1543654800000;What do you know about Azure DevOps;254361092;Tech
41.47485;2.098199;1543654800000;Programa Formación Criptomonedas BARCELONA. (Sant Cugat);256371448;Tech
41.40592;2.186489;1543942800000;Flutter Live Extended Barcelona;255902559;Tech
41.39775;2.19013;1543942800000;Ironhack OpenHouse (Puertas abiertas) - Come Visit us!;gllvkqyxpbbc;Tech
41.44942;2.217902;1543944600000;Gestión de productos con WooCommerce;255421677;Tech
41.397713;2.196425;1543946400000;Sesión Informativa del Curso en Gestión y Dirección de Proyectos IT;255771215;Tech
41.37243;2.162878;1543950000000;Holochain introduction and special guest Q&A with Julio L R Monteiro (Holo team);xlqvjqyxpbdc;Tech
41.39403;2.145852;1544032800000;API Design best practices;255738382;Tech
41.398754;2.163471;1544257800000;AI Saturdays Barcelona - Learn Artificial Intelligence by Doing awesome Projects;bkkxgqyxqblb;Tech
41.39848;2.19998;1544263200000;Convolutional Neural Networks;256298832;Tech
41.40969;2.203131;1544462100000;BCN SDN Meetup (10-12-18);255415886;Tech
41.39535;2.172505;1544551200000;Making Android reactive apps with MVI;255932690;Tech
41.39606;2.149726;1544603400000;Big Data Series: Factores clave para implementar tu plataforma de Big Data;253408320;Tech
41.376457;2.139958;1544637600000;Taller: Impresión 3D y Juegos de Mesa;254878614;Tech
41.398754;2.163471;1544862600000;AI Saturdays Barcelona - Learn Artificial Intelligence by Doing awesome Projects;bkkxgqyxqbtb;Tech
41.392883;2.168075;1545328800000;The Christmas edition 🎅🏼;nrfkgqyxqbbc;Tech
41.376457;2.139958;1547283600000;Taller de mantenimiento y reparación de impresoras 3D;254879721;Tech
41.394764;2.198052;1547488800000;Digital Makers;256175869;Tech
41.386993;2.171774;1550772000000;BUSINESS INNOVATION SPRINTS O CÓMO GANAR DINERO CON UN PRODUCTO MÍNIMO VIABLE;256171039;Tech
41.397751;2.19013;1551200400000;Ironhack OpenHouse (Puertas abiertas) - Come Visit us!;gllvkqyzdbjc;Tech
41.394764;2.198052;1551722400000;Digital Makers;256175927;Tech
41.44942;2.217902;1554222600000;TBA;255421750;Tech
41.394764;2.198052;1555952400000;Digital Makers;256175942;Tech
41.403175;2.119366;1556344800000;Global Azure Bootamp 2019;255060180;Tech
41.394764;2.198052;1560186000000;Digital Makers;256175955;Tech
41.385761;2.170078;1561654800000;Monthly Meeting;nzzzvnyzjbkc;Tech
41.394764;2.198052;1564419600000;Digital Makers;256175960;Tech
41.394764;2.198052;1569258000000;Digital Makers;256175969;Tech
41.394764;2.198052;1573495200000;Digital Makers;256175974;Tech
41.402416;2.194988;1576315800000;Swift Peer Lab;hnsxjpyzqbsb;Tech
41.394764;2.198052;1578938400000;Digital Makers;256175980;Tech
41.408272;2.164395;1542223800000;ANTI-Speed Dating: El apagón;256187885;Writing
41.393017;2.171074;1542227400000;Creative Night  Open Mic  After Work Drink & Music # 6;256187926;Writing
None;None;1542362400000;Let's Get Inspired and Write!;ckrqspyxpbvb;Writing
41.40023;2.159422;1542391200000;Yoga in English;rkzllqyxpbvb;Writing
41.374352;2.169387;1542474000000;poENtry slam Aturem Rumors!;255887418;Writing
41.40023;2.159422;1542564000000;Yoga in English;rkzllqyxpbxb;Writing
41.385475;2.175033;1542819600000;Encuentros de apoyo para editoras de Wikipedia ;wktflqyxpbcc;Writing
41.37417;2.162081;1543168800000;PoENtry Slam - Poetry Slam tournament in English in Barcelona;256070522;Writing
41.385475;2.175033;1543856400000;Asamblea Art+Feminisme Barcelona;tdtflqyxqbfb;Writing
#0
1119
!#
